calYear,age,isRetired,initBalReg,initBalRoth,initBalBank,initBalHomeEq,initBalTotal,salary,withdrawals,taxRate,taxes,expenses,savings,begYrBalReg,begYrBalRoth,begYrBalBank,begYrBalHomeEq,begYrBalTotal,yieldReg,yieldRoth,yieldBank,yieldHomeEq,inflationRate,raisePerc,endYrBalReg,endYrBalRoth,endYrBalBank,endYrBalHomeEq,endYrBalTotal
2024,45,False,2000000.0,50000.0,500000.0,2500000.0,5050000.0,160000.0,0.0,0.245875,39340.0,110000.0,5000,2000000.0,50000.0,100000,2905000.0,5055000.0,0.19241180210024272,0.19241180210024272,0.002836765416146415,0.0015582547670240643,0.011896477216483018,0.020101274222687454,2384823.6042004856,59620.59010501214,100283.67654161465,2909526.730098205,5454254.600945318
2025,46,False,2384823.6042004856,59620.59010501214,100283.67654161465,2909526.730098205,5454254.600945318,163216.20387563,0.0,0.2467444908510451,40272.699123932696,111308.61249381314,5000,2384823.6042004856,59620.59010501214,100000,2914810.40663982,5459254.600945318,0.15941224088461023,0.15941224088461023,0.04027451219019189,0.008271827852531242,0.04114185200920445,0.04544131999081399,2764993.6790605974,69124.84197651494,104027.45121901919,2938921.2165463115,5877067.188802443
2026,47,False,2764993.6790605974,69124.84197651494,104027.45121901919,2938921.2165463115,5877067.188802443,170632.9636236284,0.0,0.2486246417452345,42423.55945085224,115888.05495638348,5000,2764993.6790605974,69124.84197651494,100000,2947948.6677653305,5882067.188802443,0.20591063509045535,0.20591063509045535,0.03285368306504622,0.002194761821727717,0.0307168597428041,0.038927866028248284,3334335.28353706,83358.3820884265,103285.36830650464,2954418.712953755,6475397.746885747
2027,48,False,3334335.28353706,83358.3820884265,103285.36830650464,2954418.712953755,6475397.746885747,177275.340771572,0.0,0.2501749461077209,44349.84882375588,119447.77208634508,5000,3334335.28353706,83358.3820884265,100000,2962704.0812602597,6480397.746885747,0.036747691183690055,0.036747691183690055,0.011950994434408961,0.011776388128805083,0.011785081401352593,0.0155788799564126,3456864.406839362,86421.61017098404,101195.0994434409,2997594.0344319753,6642075.150885763
2028,49,False,3456864.406839362,86421.61017098404,101195.0994434409,2997594.0344319753,6642075.150885763,180037.09202468445,0.0,0.25078585851057833,45150.756687158486,120855.47380359286,5000,3456864.406839362,86421.61017098404,100000,3003789.133875416,6647075.150885763,0.014202412419938575,0.014202412419938575,0.06519599341284586,-0.06555366122657655,0.0686937075675153,0.07038624107071925,3505960.2208251003,87649.00552062751,106519.59934128459,2806879.7585972752,6507008.584284287
2029,50,False,3505960.2208251003,87649.00552062751,106519.59934128459,2806879.7585972752,6507008.584284287,192709.22618560513,0.0,0.2573951163132171,49602.41368867389,129157.48437899038,5000,3505960.2208251003,87649.00552062751,100000,2818399.3579385597,6512008.584284287,0.09184852182311762,0.09184852182311762,0.046313651120869354,0.04389093272423653,0.05059618082562593,0.055342883694960605,3827977.4846785367,95699.43711696343,104631.36511208693,2942101.5345478724,6970409.821455459
2030,51,False,3827977.4846785367,95699.43711696343,104631.36511208693,2942101.5345478724,6970409.821455459,203374.3104773409,0.0,0.26330019141027294,53548.49487661614,135692.35981361274,5000,3827977.4846785367,95699.43711696343,100000,2951732.899659959,6975409.821455459,0.0796828627757758,0.0796828627757758,0.030880729274116524,0.0722412529103047,0.028792171604405746,0.032286999437023164,4133001.6892989357,103325.0422324734,103088.07292741165,3164969.7825879613,7504384.5870467825
2031,52,False,4133001.6892989357,103325.0422324734,103088.07292741165,3164969.7825879613,7504384.5870467825,209940.6567252278,0.0,0.266637457753592,55978.04298833429,139599.23752277304,5000,4133001.6892989357,103325.0422324734,100000,3173057.855515373,7509384.5870467825,0.07626028061821892,0.07626028061821892,0.043484069396710796,0.068365425141239,0.040699244372583876,0.04691199188435123,4448185.557920445,111204.63894801114,104348.40693967108,3389985.3048054297,8053723.908613557
2032,53,False,4448185.557920445,111204.63894801114,104348.40693967108,3389985.3048054297,8053723.908613557,219789.39110971705,0.0,0.271269119995116,59622.07471059531,145280.82100493877,5000,4448185.557920445,111204.63894801114,100000,3399333.7117451006,8058723.908613557,0.2857022002859834,0.2857022002859834,0.011064771667080968,0.03984760223653838,0.006895622485062754,0.009792510128732399,5719041.959098651,142976.0489774663,101106.4771667081,3534789.009359975,9497913.4946028
2033,54,False,5719041.959098651,142976.0489774663,101106.4771667081,3534789.009359975,9497913.4946028,221941.68094834688,0.0,0.27222656732490774,60418.42195088835,146282.6227009088,5000,5719041.959098651,142976.0489774663,100000,3540895.486526683,9502913.4946028,-0.007074813055015788,-0.007074813055015788,0.0026487482309192466,0.14260042491016592,-0.0031267771151295976,-0.001304581478047735,5678580.806384237,141964.52015960595,100264.87482309192,4045828.687467877,9966638.888834812
