calYear,age,isRetired,initBalReg,initBalRoth,initBalBank,initBalHomeEq,initBalTotal,salary,withdrawals,taxRate,taxes,expenses,savings,begYrBalReg,begYrBalRoth,begYrBalBank,begYrBalHomeEq,begYrBalTotal,yieldReg,yieldRoth,yieldBank,yieldHomeEq,inflationRate,raisePerc,endYrBalReg,endYrBalRoth,endYrBalBank,endYrBalHomeEq,endYrBalTotal
2024,45,False,2000000.0,50000.0,500000.0,2500000.0,5050000.0,160000.0,0.0,0.245875,39340.0,110000.0,5000,2000000.0,50000.0,100000,2905000.0,5055000.0,0.30369586795989695,0.30369586795989695,0.019523963653329257,0.08183757034122016,0.024333431729311145,0.02524164193624204,2607391.7359197936,65184.79339799484,101952.39636533293,3142738.1418412444,5917267.067524366
2025,46,False,2607391.7359197936,65184.79339799484,101952.39636533293,3142738.1418412444,5917267.067524366,164038.66270979872,0.0,0.24696136579405148,40511.212185841636,112676.67749022422,5000,2607391.7359197936,65184.79339799484,100000,3149690.5382065773,5922267.067524366,0.19813901875028683,0.19813901875028683,0.022617941037288647,-0.02516326691150881,0.03306918295562035,0.03600314918573161,3124017.775972549,78100.44439931372,102261.79410372887,3070434.034505031,6374814.048980623
2026,47,False,3124017.775972549,78100.44439931372,102261.79410372887,3070434.034505031,6374814.048980623,169944.5711555675,0.0,0.248457043070018,42223.925635114574,116402.80315297988,5000,3124017.775972549,78100.44439931372,100000,3077695.82860876,6379814.048980623,0.057998644663071926,0.057998644663071926,0.021752841722686357,0.04565663643347448,0.028159339576924312,0.03149339499292411,3305206.572882301,82630.16432205754,102175.28417226864,3218213.0681083715,6708225.089484999
2027,48,False,3305206.572882301,82630.16432205754,102175.28417226864,3218213.0681083715,6708225.089484999,175296.7026618729,0.0,0.24972542613298362,43776.043771943136,119680.62921467052,5000,3305206.572882301,82630.16432205754,100000,3225388.35228064,6713225.089484999,0.03914884415693265,0.03914884415693265,0.03188485364050134,0.05272458988249371,0.04324423157492732,0.04812299043545814,3434601.5899105403,85865.03974776351,103188.48536405014,3395445.630366409,7019100.745388763
2028,49,False,3434601.5899105403,85865.03974776351,103188.48536405014,3395445.630366409,7019100.745388763,183732.50420743754,0.0,0.2518935163725833,46281.026556751895,124856.12605946274,5000,3434601.5899105403,85865.03974776351,100000,3403634.1157304593,7024100.745388763,0.28300594614024327,0.28300594614024327,0.023443623924288323,0.109829767740867,0.03000728031414534,0.03200135129313907,4406614.262477957,110165.35656194891,102344.36239242884,3777454.460136027,8396578.441568362
2029,50,False,4406614.262477957,110165.35656194891,102344.36239242884,3777454.460136027,8396578.441568362,189612.19261854788,0.0,0.2555558827714473,48456.511268862705,128602.71883306731,5000,4406614.262477957,110165.35656194891,100000,3784798.822528456,8401578.441568362,0.19067379587936722,0.19067379587936722,0.026844793588668907,0.041909802890205405,0.029912032779380045,0.039231953091637364,5246840.130880787,131171.00327201965,102684.47935886688,3943418.995159705,9424114.608671378
2030,51,False,5246840.130880787,131171.00327201965,102684.47935886688,3943418.995159705,9424114.608671378,197051.04926496127,0.0,0.2598762524688642,51208.88822803567,132449.4875743194,5000,5246840.130880787,131171.00327201965,100000,3951103.474518572,9429114.608671378,0.26422954853201613,0.26422954853201613,0.015877840331681242,0.07731413493875947,0.02591172831510679,0.030352590027976585,6633210.329883082,165830.258247077,101587.78403316812,4256579.621704502,11157207.99386783
2031,52,False,6633210.329883082,165830.258247077,101587.78403316812,4256579.621704502,11157207.99386783,203032.05897788328,0.0,0.26312032735498275,53421.86182181681,135881.48271182028,5000,6633210.329883082,165830.258247077,100000,4263167.40573767,11162207.99386783,0.14680595801999746,0.14680595801999746,0.07430790147086083,0.04875569013876119,0.07611714465396813,0.08106274174533844,7607005.127109711,190175.1281777427,107430.79014708608,4471021.074781482,12375632.120216021
2032,53,False,7607005.127109711,190175.1281777427,107430.79014708608,4471021.074781482,12375632.120216021,219490.39434083176,0.0,0.27113462566246277,59511.44590610776,146224.39318719157,5000,7607005.127109711,190175.1281777427,100000,4483451.864928568,12380632.120216021,0.20348901900594735,0.20348901900594735,0.0,-0.005510531022238863,-0.0022504541705981457,-0.0012712759910700408,9154947.137998477,228873.67844996185,100000.0,4458745.6643401645,13942566.480788603
2033,54,False,9154947.137998477,228873.67844996185,100000.0,4458745.6643401645,13942566.480788603,219211.36147223576,0.0,0.2710087805017879,59408.20374472722,145895.32189170027,5000,9154947.137998477,228873.67844996185,100000,4463745.6643401645,13947566.480788603,0.04796396860112423,0.04796396860112423,0.0076374337737354575,0.07371979425585103,0.014931464488419331,0.018744671551967844,9594054.735070387,239851.3683767596,100763.74337737355,4792812.076325769,14727481.923150288
