calYear,age,isRetired,initBalReg,initBalRoth,initBalBank,initBalHomeEq,initBalTotal,salary,withdrawals,taxRate,taxes,expenses,savings,begYrBalReg,begYrBalRoth,begYrBalBank,begYrBalHomeEq,begYrBalTotal,yieldReg,yieldRoth,yieldBank,yieldHomeEq,inflationRate,raisePerc,endYrBalReg,endYrBalRoth,endYrBalBank,endYrBalHomeEq,endYrBalTotal
2024,45,False,2000000.0,50000.0,500000.0,2500000.0,5050000.0,160000.0,0.0,0.245875,39340.0,110000.0,5000,2000000.0,50000.0,100000,2905000.0,5055000.0,0.05571123609256751,0.05571123609256751,0.018092480771476658,-0.011629376304300061,0.01810255750391538,0.023755951836178298,2111422.4721851354,52785.56180462838,101809.24807714767,2871216.6618360085,5137233.94390292
2025,46,False,2111422.4721851354,52785.56180462838,101809.24807714767,2871216.6618360085,5137233.94390292,163800.95229378852,0.0,0.2468989074780384,40442.27616519867,111991.28132543068,5000,2111422.4721851354,52785.56180462838,100000,2878025.909913156,5142233.94390292,0.35377709184834527,0.35377709184834527,0.01694343298905292,-0.032252526071054076,0.026946524936198042,0.03253698611598139,2858395.3740580366,71459.8843514509,101694.3432989053,2785202.304220513,5816751.905928906
2026,47,False,2858395.3740580366,71459.8843514509,101694.3432989053,2785202.304220513,5816751.905928906,169130.54160435605,0.0,0.24825709577330315,41987.857065263255,115009.05718030316,5000,2858395.3740580366,71459.8843514509,100000,2791896.647519418,5821751.905928906,0.1174688989815199,0.1174688989815199,0.019145830912989877,0.05240016855968381,0.02340212222674361,0.02948685847996697,3194167.931502504,79854.19828756258,101914.58309129899,2938192.5024506515,6314129.215332016
2027,48,False,3194167.931502504,79854.19828756258,101914.58309129899,2938192.5024506515,6314129.215332016,174117.66994928388,0.0,0.24945270803327196,43434.124285292324,117700.51319361916,5000,3194167.931502504,79854.19828756258,100000,2945107.0855419505,6319129.215332016,-0.08843940401202158,-0.08843940401202158,0.032675596150378225,0.1390892281850759,0.031366304445648446,0.04015408499317725,2911677.6233261107,72791.94058315275,103267.55961503781,3354739.7569923787,6442476.88051668
2028,49,False,2911677.6233261107,72791.94058315275,103267.55961503781,3354739.7569923787,6442476.88051668,181109.2056672414,0.0,0.25101799478392284,45461.669643500005,121392.34332385928,5000,2911677.6233261107,72791.94058315275,100000,3363007.3166074166,6447476.88051668,0.01964433853501719,0.01964433853501719,0.0,0.124857684042086,0.009208377331720405,0.01765492238043656,2968875.6042635627,74221.89010658905,100000.0,3782904.6215756093,6926002.115945761
2029,50,False,2968875.6042635627,74221.89010658905,100000.0,3782904.6215756093,6926002.115945761,184306.67463567905,0.0,0.2522614534015406,46493.469615201255,122510.16982636713,5000,2968875.6042635627,74221.89010658905,100000,3787904.6215756093,6931002.115945761,0.2037724498653832,0.2037724498653832,0.0012145875368557522,-0.07722695269279137,0.02064650632734015,0.02053509382727145,3573850.659489919,89346.26648724795,100121.45875368557,3495376.2905603843,7258694.6752912365
2030,51,False,3573850.659489919,89346.26648724795,100121.45875368557,3495376.2905603843,7258694.6752912365,188091.42949231513,0.0,0.25463057536129474,47893.828912156605,125039.57682285074,5000,3573850.659489919,89346.26648724795,100000,3500497.7493140697,7263694.6752912365,-0.04393257931015867,-0.04393257931015867,0.014900812465227838,0.0794693905245553,0.017322353241688064,0.020838385435496536,3416842.181949215,85421.05454873036,101490.0812465228,3778680.1719846367,7382433.489729105
2031,52,False,3416842.181949215,85421.05454873036,101490.0812465228,3778680.1719846367,7382433.489729105,192010.9511971895,0.0,0.25698561272312664,49344.05194296011,127205.55654176734,5000,3416842.181949215,85421.05454873036,100000,3785170.2532311594,7387433.489729105,-0.18039441601489636,-0.18039441601489636,0.030481516789447397,0.09473289288236708,0.03110597293514503,0.03487924872106695,2800462.931921422,70011.57329803554,103048.15167894475,4143750.3813720294,7117273.0382704325
2032,53,False,2800462.931921422,70011.57329803554,103048.15167894475,4143750.3813720294,7117273.0382704325,198708.14892116495,0.0,0.26079461452479635,51822.01510083104,131162.40914075563,5000,2800462.931921422,70011.57329803554,100000,4151798.5330509744,7122273.0382704325,0.07425104844862847,0.07425104844862847,0.015395563365693756,-0.11544627419300965,0.016586443992229465,0.023340431684184038,3008400.240758108,75210.00601895268,101539.55633656937,3672488.8612102363,6857638.664323866
2033,54,False,3008400.240758108,75210.00601895268,101539.55633656937,3672488.8612102363,6857638.664323866,203346.08289615007,0.0,0.2632853798266559,53538.050671575525,133337.92709385464,5000,3008400.240758108,75210.00601895268,100000,3679028.417546806,6862638.664323866,0.16207024940380202,0.16207024940380202,0.07025002844157867,0.006920201007505164,0.07440830125052927,0.07673220032796935,3495972.4180842326,87399.3104521058,107025.00284415786,3704488.0337085533,7394884.76508905
